amenity,denomination,name,religion,id,lon,lat
place_of_worship,Anglican,St Paul'S Anglican Church,Christian,3846062495,151.1026377,-33.8817229
place_of_worship,Baptist,Macquarie Baptist Church,Christian,3855566687,151.1151968,-33.7793259
place_of_worship,Mormon,Fairfield Church Of Lds,Christian,3868475769,150.9519873,-33.874372
place_of_worship,Orthodox,St Nicholas Russian Orthodox Church,Christian,3868487588,150.9535317,-33.8704807
place_of_worship,Seventh Day Adventist,Seventh Day Adventist,Christian,3868495516,150.9504845,-33.8700781
place_of_worship,Baptist,Fairfield Baptist Church,Christian,3868496809,150.9518081,-33.8648002
place_of_worship,Unknown,Australian Christian Church,Christian,3868499558,150.9652046,-33.8761455
place_of_worship,Roman Catholic,St Justin'S Catholic Parish,Christian,3870525077,145.1901553,-37.9176892
place_of_worship,Uniting,Kiama Uniting Church,Christian,3877568624,150.8558043,-34.6733978
place_of_worship,Uniting,Bodalla Uniting Church,Christian,3877569431,150.0512016,-36.0901632
place_of_worship,Anglican,Jamberoo Anglican Church,Christian,3877569444,150.7736403,-34.6449506
place_of_worship,Unknown,Harbour Life Community Church,Christian,3877570337,150.4592808,-35.3788404
place_of_worship,Baptist,Moruya Baptist Church,Christian,3877570345,150.0842774,-35.919788
place_of_worship,Baptist,Pambula Baptist Church,Christian,3877570353,149.8898589,-36.9344306
place_of_worship,Unknown,Salt,Christian,3877570475,150.5942695,-34.8455352
place_of_worship,Unknown,Southern Life Church,Christian,3877570685,150.0851746,-35.9215827
place_of_worship,Roman Catholic,Saints Peter And Paul Catholic Church,Christian,3877570687,150.8533299,-34.6758921
place_of_worship,Catholic,St Mary Of The Cross Chapel,Christian,3884296498,144.977531,-37.8075469
place_of_worship,Uniting,Carlingford Uniting Church,Christian,3888701080,151.0498068,-33.7821369
place_of_worship,Unknown,Epping Gospel Chapel,Christian,3888701087,151.0661294,-33.774075
place_of_worship,Uniting,Jamisontown Uniting Church,Christian,3888701091,150.6813766,-33.7636594
place_of_worship,Presbyterian,Opendoor Church,Christian,3893052774,151.2005447,-33.7862492
place_of_worship,Unknown,St Jerome'S Church,Christian,3903569042,115.7822772,-32.1207267
place_of_worship,Unknown,Church Of Christ,Christian,3909127039,144.9006884,-38.357209
place_of_worship,Unknown,Wynyard New Life Christian Church,Christian,3929622545,145.7116437,-40.9915401
place_of_worship,Uniting,Pymble Uniting Church,Christian,3933536541,151.1429058,-33.7457255
place_of_worship,Uniting,Uniting Church At The Willows,Christian,3938999500,151.6553712,-32.9667643
place_of_worship,Unknown,Church Of Christ,Christian,3939017714,151.6463549,-32.9722158
place_of_worship,Baptist,Batemans Bay Baptist Church,Christian,3943636488,150.2032943,-35.7643069
place_of_worship,Anglican,All Saints Anglican Church,Christian,3947612725,153.2885739,-27.6090819
place_of_worship,Baptist,Culburra Baptist Church,Christian,3953346865,150.7612619,-34.9324589
place_of_worship,Roman Catholic,Our Lady Help Of Christians,Christian,3953346896,150.7704028,-34.9326682
place_of_worship,Anglican,St Johns Anglican Culburra Beach,Christian,3953346901,150.7668963,-34.9304515
place_of_worship,Anglican,St. Hilda'S,Christian,3954597672,115.8577849,-31.9319119
place_of_worship,Anglican,St. Barnabas Anglican Church,Christian,3954849812,150.883816,-33.8566753
place_of_worship,Roman Catholic,Our Lady Of Good Counsel,Christian,3963985846,149.8807042,-36.3867344
place_of_worship,Anglican,Anglican Church,Christian,3967695950,147.8301991,-37.7066214
place_of_worship,Methodist,Pine Ridge Chapel,Christian,3977529272,153.3338115,-27.5713554
place_of_worship,Anglican,St Michael & All Angels Anglican Church,Christian,3981490963,115.7767603,-32.1102815
place_of_worship,Unknown,Enjoy Church East,Christian,4012105589,145.1269224,-37.9596614
place_of_worship,Presbyterian,Korean Presbyterian Church,Christian,4013591993,138.6481509,-34.9202874
place_of_worship,Catholic,Catholic Church Petrie,Christian,4017173089,152.9787227,-27.2658091
place_of_worship,Unknown,St. Joseph,Christian,4017350189,140.839391,-37.379696
place_of_worship,Unknown,Anglican Church Robina,Christian,4041158889,153.3829619,-28.0778417
place_of_worship,Unknown,Trinity Anglican Mission,Christian,4041189894,153.3825618,-28.0775518
place_of_worship,Uniting,Flinders Uniting Church,Christian,4042850825,152.7220376,-27.7877963
place_of_worship,Anglican,St Paul'S Anglican Church,Christian,4064857282,145.0179471,-37.7783287
place_of_worship,Catholic,Sacred Heart Church,Christian,4096964810,153.0052778,-28.1954302
place_of_worship,Unknown,Our Lady'S,Christian,4106717559,147.5157447,-35.2083977
place_of_worship,Unknown,New Apostolic Church,Christian,4119047314,145.1483461,-37.968738
place_of_worship,Anglican,St Luke'S Canungra,Christian,4134450593,153.1636077,-28.0181744
place_of_worship,Unknown,Sacred Heart Catholic Church,Christian,4139592381,150.8134783,-33.7749676
place_of_worship,Unknown,St Johns Catholic Church,Christian,4139595340,150.8253695,-33.7777471
place_of_worship,Unknown,The Gospel Church Of Jesus,Christian,4139706052,150.8127903,-33.7660183
place_of_worship,Unknown,St Joseph Catholic Church,Christian,4139706053,150.8096192,-33.7705609
place_of_worship,Unknown,Coptic Church,Christian,4139707552,150.8275445,-33.7622628
place_of_worship,Unknown,Spirit Of Life Unitarian Fellowship,Unitarian Universalist,4162467906,151.2138147,-33.8471025
place_of_worship,Apostolic,Armenian Apostolic Church,Christian,4196386417,151.1913737,-33.792559
place_of_worship,Presbyterian,Chatswood Presbyterian Church,Christian,4196386421,151.1825157,-33.7945403
place_of_worship,Catholic,St Michael'S Catholic Church,Christian,4196532997,151.1652641,-33.8917691
place_of_worship,Unknown,St Columbs Church,Christian,4198121578,145.0395227,-37.8233803
place_of_worship,Unknown,Church Of God,Christian,4203700194,145.1622693,-37.7894365
place_of_worship,Unknown,St Alban'S Anglican Church,Christian,4208403350,152.2765283,-27.5590924
place_of_worship,Unknown,St John Bosco Catholic Church,Christian,4210352942,152.7260946,-26.5944472
place_of_worship,Jehovahs Witness,Kingdom Hall Of Jehovah'S Witnesses,Christian,4213391760,148.5961164,-32.2409747
place_of_worship,Baptist,Baptist Church Of Hurstville,Christian,4214526776,151.1012577,-33.9645719
place_of_worship,Unknown,The Salvation Army,Christian,4214526777,151.1004369,-33.9637244
place_of_worship,Pentecostal,Revival Life Centre,Christian,4214538773,151.0946259,-33.9660914
place_of_worship,Unknown,Church Of Christ Hurstville,Christian,4214538774,151.1021104,-33.9652716
place_of_worship,Presbyterian,Hurstville Presbyterian Church,Christian,4214538775,151.1033798,-33.9641708
place_of_worship,Catholic,St Michael'S Catholic Church Hurstville,Christian,4214550750,151.112225,-33.9613856
place_of_worship,Seventh Day Adventist,Hurstville Seventh-Day Adventist Church,Christian,4214550756,151.1091764,-33.9653071
place_of_worship,Uniting,Hurstville City Uniting Church,Christian,4214564189,151.1065223,-33.9654351
place_of_worship,Anglican,St George'S Hurstville Anglican Church,Christian,4214564190,151.1078594,-33.9670092
place_of_worship,Jehovahs Witness,Kingdom Hall Of Jehovah'S Witnesses,Christian,4214579305,144.532932,-37.352547799999996
place_of_worship,Catholic,St Raphael,Christian,4214582942,151.1109371,-33.9759388
place_of_worship,Unknown,Allawah Community Church,Christian,4214582943,151.1047035,-33.9758454
place_of_worship,Uniting,Uniting Church South Hurstville,Christian,4214582944,151.1030736,-33.9752501
place_of_worship,Anglican,St Aidan'S Anglican Church,Christian,4214582945,151.0918289,-33.9742674
place_of_worship,Christian,Hurstville New Church,Christian,4214582946,151.0957569,-33.9697999
place_of_worship,Jehovahs Witness,Kingdom Hall Of Jehovah'S Witnesses,Christian,4215191277,143.5513833,-35.3438778
place_of_worship,Jehovahs Witness,Kingdom Hall Of Jehovah'S Witnesses,Christian,4216848689,141.6020837,-38.3297718
place_of_worship,Jehovahs Witness,Kingdom Hall Of Jehovah'S Witnesses,Christian,4216867236,143.0845865,-38.31758
place_of_worship,Jehovahs Witness,Kingdom Hall Of Jehovah'S Witnesses,Christian,4219235382,146.2929523,-18.5733235
place_of_worship,Jehovahs Witness,Kingdom Hall Of Jehovah'S Witnesses,Christian,4224132614,147.2324758,-33.915617
place_of_worship,Seventh Day Adventist,Caboolture Seventh-Day Adventist Church,Christian,4225373722,152.9418298,-27.1050376
place_of_worship,Unknown,Wyoming Church Of Christ,Christian,4226227192,151.3507007,-33.4098067
place_of_worship,Unknown,Impact Center,Christian,4226227194,151.3973829,-33.4334229
place_of_worship,Evangelical,Ev Church,Christian,4226227195,151.4018083,-33.4346607
place_of_worship,Lutheran,Saint Peter'S Lutheran Church,Christian,4229940709,147.3844821,-42.852358699999996
place_of_worship,Orthodox,Greek Orthodox Church Of St Catherine,Christian,4234852632,151.1925176,-33.9249568
place_of_worship,Presbyterian,Knox Presbyterian Church,Christian,4234852633,151.1955017,-33.9247577
place_of_worship,Uniting,Mascot Wesley Uniting Church,Christian,4234853422,151.1966969,-33.9254965
place_of_worship,Uniting,Montville Uniting Church,Christian,4236933306,152.8926041,-26.6893836
place_of_worship,Anglican,Holy Trinity Anglican Church,Christian,4242639795,151.0892825,-33.8479379
place_of_worship,Sunni,Blacktown Mosque,Muslim,4243973889,150.9115261,-33.7642272
place_of_worship,Pentecostal,Sydney Life Church,Christian,4249344050,151.2164693,-33.8314292
place_of_worship,Baptist,Sandringham Baptist Church,Christian,4256802124,145.0024858,-37.9482788
place_of_worship,Uniting,The Uniting Church In Australia,Christian,4256809599,145.0061912,-37.9509162
place_of_worship,Unknown,Grace Community Church,Christian,4264531469,152.6950429,-25.5325705
place_of_worship,Uniting,Newlife Uniting Church,Christian,4289864090,153.4058991,-28.0502735
place_of_worship,Unknown,Logos Chinese Christian Church,Christian,4293896084,153.3623877,-28.0530894
place_of_worship,Catholic,St Josephs Catholic Church,Christian,4295702811,152.8591521,-28.2164393
place_of_worship,Unknown,Australian Buddhist Vihara,Buddhist,4307051497,150.3165563,-33.725688
place_of_worship,Roman Catholic,St Joseph'S,Christian,4315177810,145.5781383,-35.6375448
place_of_worship,Presbyterian,Presbyterian Church,Christian,4315177840,145.5773658,-35.6389269
place_of_worship,Uniting Church,Northway Uniting Church,Christian,4315500059,115.7586113,-31.7738656
place_of_worship,Anglican,All Saints Anglican Church,Christian,4338340101,153.3918601,-28.3276445
place_of_worship,Unknown,Legume Community Church,Christian,4338340545,152.3073427,-28.4050841
place_of_worship,Roman Catholic,St Patrick'S Catholic Church,Christian,4338341282,151.7385044,-29.7372698
place_of_worship,Uniting,Sydney Korean Uniting Church,Christian,4344202076,151.0876274,-33.8723269
place_of_worship,Unknown,Gracetree,Christian,4354962901,144.9771,-37.74882
place_of_worship,Theravada,Dhamma Sarana Temple,Buddhist,4359939268,145.1802578,-38.0102627
place_of_worship,Roman Catholic,Divine Mercy Shrine,Christian,4359942029,145.1797347,-38.0089925
place_of_worship,Uniting,Newland Memorial Uniting Church,Christian,4375124545,138.6211055,-35.5561129
place_of_worship,Independent Baptist,Illawarra Community Baptist Church,Christian,4380045469,150.7906732,-34.4931167
place_of_worship,Unknown,Anglican Church,Christian,4382193352,151.4913203,-33.2533971
place_of_worship,Unknown,Salvation Army Gorokon,Christian,4382222101,151.4950055,-33.2544409
place_of_worship,Unknown,Catholic Church,Christian,4393882795,145.4435948,-36.086233
place_of_worship,Unknown,Anglican Church,Christian,4393882796,145.442605,-36.0934042
place_of_worship,Unknown,Gospel Fellowship,Christian,4393882797,145.4407455,-36.0913631
place_of_worship,Unknown,Numurkah Church Of Christ,Christian,4393882895,145.4437681,-36.0864775
place_of_worship,Unknown,Presbyterian Church,Christian,4393882896,145.440944,-36.0881698
place_of_worship,Unknown,Numurkah Christian Church,Christian,4393900893,145.4438917,-36.0886569
place_of_worship,Roman Catholic,Our Lady Of Perpetual Succour,Christian,4403594657,147.8374025,-31.6990143
place_of_worship,Unknown,Adare Uniting Church,Christian,4406746397,138.6294458,-35.5414503
place_of_worship,Protestant,Doncaster Church Of Christ,Christian,4411542974,145.1301806,-37.7877245
place_of_worship,Latter Day Saints,Church Of Jesus Christ Of Latter Day Saints,Christian,4418282985,116.1350258,-33.9722824
place_of_worship,Presbyterian,Lismore Presbyterian Church,Christian,4458962789,143.3415727,-37.9528019
place_of_worship,Unknown,Community Of Christ,Christian,4474553706,151.1539814,-33.8499053
place_of_worship,Unknown,C3 Church,Christian,4483053289,151.1063482,-33.8136924
place_of_worship,Unknown,Weeboo Society Of Australia,Shinto,4505680975,145.1253254,-37.7242025
place_of_worship,Orthodox,St Thomas Indian Orthodox Cathedral,Christian,4514423979,150.9452888,-33.9559969
place_of_worship,Latter Day Saints,The Chruch Of Jesus Christ Of Latter- Day Saints,Christian,4514423980,150.9445925,-33.9560378
place_of_worship,Unknown,Wat Sangharatanaram,Buddhist,4527214772,153.32615,-27.992959
place_of_worship,Unknown,Gold Coast Dharma Realm,Buddhist,4527215220,153.3660237,-28.1123691
place_of_worship,Unknown,Trinity Hills,Christian,4533176252,138.7354649,-35.0161125
place_of_worship,Catholic,St Patrick'S,Christian,4564514689,145.3527974,-37.7527807
place_of_worship,Anglican,St John The Bapist,Christian,4564514690,145.3541661,-37.7530196
place_of_worship,Adventist,Church Of Berry,Unitarian Universalist,4567608974,145.2476102,-37.8189146
place_of_worship,Unknown,Dee Why Mosque,Muslim,4569986330,151.293536,-33.7435703
place_of_worship,Catholic,Emilie Catholic Church,Christian,4576754686,115.9323414,-32.0803501
place_of_worship,Baptist,Friends Church,Christian,4593702249,153.3423546,-28.0011494
place_of_worship,Methodist,Immanuel Methodist Church,Christian,4595589532,115.8667857,-32.0181004
place_of_worship,Latter Day Saints,Forestdale Chapel Of The Church Of Jesus Christ Of Latter-Day Saints,Christian,4623160417,152.9965768,-27.6548722
place_of_worship,Lutheran,Calvary Lutheran,Christian,4634526767,145.1181946,-37.6852736
place_of_worship,Catholic,St Patrick'S Church,Christian,4643354304,153.1297589,-27.8796254
place_of_worship,Unknown,Lake Gwelup Christian Church,Christian,4644298742,115.7873995,-31.882119
place_of_worship,Unknown,Harvey Methodist Church,Christian,4662863934,115.8917245,-33.0799092
place_of_worship,Unknown,Church Of Christ,Christian,4662863958,115.8882954,-33.0788274
place_of_worship,Church Of Christ,Icentral 31,Christian,4666501679,150.817415,-34.4941064
place_of_worship,Catholic,St Brigids Catholic Church,Christian,4682772701,153.4683628,-28.4353028
place_of_worship,Unknown,Salvation Army Campsie,Christian,4691628544,151.1020121,-33.9110538
place_of_worship,Catholic,St Fiacre'S Catholic Church,Christian,4696680541,151.1613856,-33.8846787
place_of_worship,Greek Orthodox,St. Gerasimos Greek Orthodox Church,Christian,4696680544,151.1579001,-33.8762554
place_of_worship,Anglican,All Souls Anglican Church,Christian,4696680546,151.1567067,-33.8835752
place_of_worship,Lutheran,St Marks Lutheran,Christian,4704604793,138.5477046,-34.9246218
place_of_worship,Catholic,Our Lady Star Of The Sea Catholic Church,Christian,4714493853,145.2974272,-40.7594103
place_of_worship,Anglican,St George North Anglican,Christian,4714502257,151.1239041,-33.9639395
place_of_worship,Catholic,Our Lady Queen Of Peace Catholic Church,Christian,4727808108,115.802504,-32.0516584
place_of_worship,Mormon,The Church Of Jesus Christ Of Latter-Day Saints,Christian,4727983419,145.7368182,-16.9011726
place_of_worship,Unknown,Sacred Heart Parish,Christian,4732037906,150.0788218,-35.9096047
place_of_worship,Anglican,St Barnabas Anglican Church,Christian,4742757152,145.0813957,-37.8147098
place_of_worship,Anglican,Swan Hill Anglican Church,Christian,4744256800,143.5563465,-35.3396369
place_of_worship,Anglican,St Philip'S Anglican Church,Christian,4756173930,151.0780609,-33.7937284
place_of_worship,Unknown,St Matthew'S Anglican Church Church,Christian,4769658508,152.5659309,-25.3136003
place_of_worship,Anglican,Anglican Church,Christian,4780992062,140.3545109,-37.5959489
place_of_worship,Roman Catholic,Queen Of Angels,Christian,4794216706,150.4213078,-31.40657
place_of_worship,Unknown,Allawah Community Church,Christian,4812712909,151.1119391,-33.9720462
place_of_worship,Unknown,Glenunga Uniting Church,Christian,4859055182,138.636489,-34.9511696
place_of_worship,Uniting,Concord Uniting Church,Christian,4872064047,151.089318,-33.8454034
place_of_worship,Unknown,Monbulk Christian Fellowship,Christian,4879607349,145.4240225,-37.8657552
place_of_worship,Protestant,Double Bay Chapel,Christian,4925657944,151.244149,-33.8765323
place_of_worship,Roman Catholic,St Brigid'S,Christian,4926354586,149.4572464,-34.7698884
place_of_worship,Lutheran,St. Philip'S Lutheran Church,Christian,4934815233,144.6668098,-37.8556326
place_of_worship,Catholic,Saint Mary Magdalene,Christian,4937988715,151.2707267,-33.8692784
place_of_worship,Greek Orthodox,Greek Orthodox Church Of The Holy Unmercenaries,Christian,4939748831,151.139895,-33.9048564
place_of_worship,Anglican,St Mark'S Anglican Church,Christian,4959287916,144.9934403,-37.7266041
place_of_worship,Anglican,Holy Trinity Lochinvar,Christian,4990119499,151.455164,-32.6986812
place_of_worship,Uniting,Morpeth Uniting Church,Christian,4990120538,151.627151,-32.7260757
place_of_worship,Uniting,Uniting Church,Christian,4996717375,145.0484796,-37.2030891
place_of_worship,Uniting,Uniting Church,Christian,5027446221,145.7099775,-36.9768064
place_of_worship,Adventist,Seventh Day Adventust,Christian,5055552331,145.2102523,-37.9705737
place_of_worship,Baptist,Bentley Baptist Church,Christian,5074981159,115.9165906,-32.0078119
place_of_worship,Unknown,St David'S Anglican Church,Christian,5076265954,145.1708325,-37.7898778
place_of_worship,Unknown,Citylight Church,Christian,5091271748,138.5168896,-34.9797723
