id,postcode,locality,state,long,lat
230,200,Anu,ACT,149.119,-35.2777
21820,200,Australian National University,ACT,149.1189,-35.2777
232,800,Darwin,NT,130.83668,-12.458684
24049,800,Darwin City,NT,130.83668,-12.458684
233,801,Darwin,NT,130.83668,-12.458684
234,804,Parap,NT,130.873315,-12.428017
235,810,Alawa,NT,130.866242,-12.381806
236,810,Brinkin,NT,130.866242,-12.381806
237,810,Casuarina,NT,130.866242,-12.381806
19972,810,Coconut Grove,NT,130.8502369,-12.39614166
239,810,Jingili,NT,130.866242,-12.381806
240,810,Lee Point,NT,130.866242,-12.381806
19973,810,Lyons,NT,130.8885151,-12.35911956
241,810,Millner,NT,130.866242,-12.381806
242,810,Moil,NT,130.866242,-12.381806
19974,810,Muirhead,NT,130.8959029,-12.35811947
243,810,Nakara,NT,130.866242,-12.381806
244,810,Nightcliff,NT,130.866242,-12.381806
245,810,Rapid Creek,NT,130.866242,-12.381806
246,810,Tiwi,NT,130.866242,-12.381806
247,810,Wagaman,NT,130.866242,-12.381806
248,810,Wanguri,NT,130.866242,-12.381806
249,811,Casuarina,NT,130.866242,-12.381806
19975,812,Anula,NT,130.89047,-12.39124885
19976,812,Buffalo Creek,NT,130.9209831,-12.34638634
19977,812,Holmes,NT,130.9268602,-12.38479951
251,812,Karama,NT,130.916098,-12.404778
252,812,Leanyer,NT,130.916098,-12.404778
253,812,Malak,NT,130.916098,-12.404778
254,812,Marrara,NT,130.916098,-12.404778
255,812,Northlakes,NT,130.916098,-12.404778
256,812,Sanderson,NT,130.916098,-12.404778
257,812,Woodleigh Gardens,NT,130.916098,-12.404778
258,812,Wulagi,NT,130.916098,-12.404778
259,813,Sanderson,NT,130.916098,-12.404778
260,814,Nightcliff,NT,130.866242,-12.381806
261,815,Charles Darwin University,NT,130.869,-12.3718
262,820,Bagot,NT,130.873315,-12.428017
263,820,Bayview,NT,130.873315,-12.428017
264,820,Charles Darwin,NT,130.873315,-12.428017
265,820,Coonawarra,NT,130.873315,-12.428017
266,820,Cullen Bay,NT,130.873315,-12.428017
19978,820,Darwin Dc,NT,130.8664593,-12.4255956
268,820,Darwin International Airport,NT,130.873315,-12.428017
269,820,Darwin Mc,NT,130.873315,-12.428017
270,820,East Point,NT,130.873315,-12.428017
19979,820,Eaton,NT,130.880692,-12.4123871
271,820,Fannie Bay,NT,130.873315,-12.428017
272,820,Larrakeyah,NT,130.873315,-12.428017
273,820,Ludmilla,NT,130.873315,-12.428017
274,820,Parap,NT,130.873315,-12.428017
275,820,Raaf Base Darwin,NT,130.873315,-12.428017
276,820,Stuart Park,NT,130.873315,-12.428017
277,820,The Gardens,NT,130.873315,-12.428017
278,820,The Narrows,NT,130.873315,-12.428017
279,820,Winnellie,NT,130.873315,-12.428017
280,820,Woolner,NT,130.873315,-12.428017
281,821,Winnellie,NT,136.947051,-13.643283
282,822,Acacia Hills,NT,136.947051,-13.643283
19980,822,Angurugu,NT,136.4612078,-13.98119125
19981,822,Anindilyakwa,NT,136.5909616,-13.91698485
19982,822,Annie River,NT,133.3848319,-12.9305044
19983,822,Bathurst Island,NT,130.3496894,-11.6035121
286,822,Bees Creek,NT,136.947051,-13.643283
19984,822,Belyuen,NT,130.6831805,-12.53818467
19985,822,Black Jungle,NT,131.1942977,-12.50224007
19986,822,Blackmore,NT,130.9175773,-12.68983104
287,822,Border Store,NT,136.947051,-13.643283
19987,822,Burrundie,NT,131.8449886,-13.50171859
19988,822,Bynoe,NT,130.6320309,-12.79290292
19989,822,Bynoe Harbour,NT,130.5103483,-12.62538633
19990,822,Camp Creek,NT,130.9320173,-13.17350435
19991,822,Channel Island,NT,130.8605303,-12.55219169
19992,822,Charles Darwin,NT,130.8766339,-12.45079537
19993,822,Charlotte,NT,130.8116588,-12.84045347
19994,822,Claravale,NT,131.4120025,-14.5318367
19995,822,Cobourg,NT,132.1914189,-11.34530652
19996,822,Collett Creek,NT,130.9188279,-12.90975469
19997,822,Coomalie Creek,NT,131.1688363,-13.02119253
288,822,Cox Peninsula,NT,136.947051,-13.643283
289,822,Croker Island,NT,136.947051,-13.643283
290,822,Daly River,NT,136.947051,-13.643283
291,822,Darwin Mc,NT,136.947051,-13.643283
19998,822,Darwin River Dam,NT,131.038648,-12.91652424
19999,822,Delissaville,NT,130.995425,-12.505532
20000,822,Douglas-Daly,NT,131.48274,-13.81785615
20001,822,East Arm,NT,130.9027533,-12.48005564
20002,822,East Arnhem,NT,136.4330338,-12.44602304
20003,822,Elrundie,NT,130.940905,-12.48861681
20004,822,Eva Valley,NT,131.0031474,-13.12725377
20005,822,Finniss Valley,NT,130.9517827,-13.06448685
23937,822,Fleming,NT,131.2975161,-13.85090799
20006,822,Fly Creek,NT,131.0700157,-12.79587253
20007,822,Freds Pass,NT,131.0515258,-12.53862952
20008,822,Galiwinku,NT,135.5864427,-12.00777086
20009,822,Glyde Point,NT,131.0799794,-12.17971082
295,822,Goulbourn Island,NT,136.947051,-13.643283
20010,822,Goulburn Island,NT,133.4548484,-11.4973068
20011,822,Gunbalanya,NT,133.0492311,-12.34692447
296,822,Gunn Point,NT,136.947051,-13.643283
297,822,Hayes Creek,NT,136.947051,-13.643283
20012,822,Hidden Valley,NT,130.9036719,-12.45024526
20013,822,Hotham,NT,131.4058522,-12.34404225
20014,822,Hughes,NT,131.1007772,-12.68638471
20015,822,Kakadu,NT,132.4751149,-12.8662473
20016,822,Koolpinyah,NT,131.2102168,-12.37090569
20017,822,Lake Bennett,NT,131.1944707,-12.93083352
299,822,Lambells Lagoon,NT,136.947051,-13.643283
20018,822,Litchfield Park,NT,130.8462398,-13.25317338
300,822,Livingstone,NT,136.947051,-13.643283
20019,822,Lloyd Creek,NT,131.1457668,-12.66634037
20020,822,Mandorah,NT,130.7615787,-12.44295777
301,822,Maningrida,NT,136.947051,-13.643283
20021,822,Maranunga,NT,130.7085705,-13.70834554
20022,822,Margaret River,NT,131.3574052,-13.19932137
302,822,Mcminns Lagoon,NT,136.947051,-13.643283
20023,822,Mickett Creek,NT,130.951697,-12.379529
303,822,Middle Point,NT,136.947051,-13.643283
20024,822,Milingimbi,NT,134.9172943,-12.10344037
305,822,Millwood,NT,136.947051,-13.643283
20025,822,Milyakburra,NT,136.202001,-13.77934879
20026,822,Minjilang,NT,132.5724813,-11.14470594
20027,822,Mount Bundey,NT,131.751956,-13.02955913
20028,822,Murrumujuk,NT,131.0779057,-12.29096291
20029,822,Nauiyu,NT,130.7310542,-13.72157548
20030,822,Nemarluk,NT,130.4543865,-14.62289167
20031,822,Nganmarriyanga,NT,129.8834932,-14.33497868
307,822,Nguiu,NT,136.947051,-13.643283
20032,822,Numbulwar,NT,135.727696,-14.28113146
20033,822,Numburindi,NT,135.7946389,-13.95994028
308,822,Oenpelli,NT,136.947051,-13.643283
20034,822,Peppimenarti,NT,130.082796,-14.1456977
20035,822,Pirlangimpi,NT,130.4214678,-11.39026066
309,822,Point Stephens,NT,136.947051,-13.643283
20036,822,Point Stuart,NT,131.8321645,-12.54034189
310,822,Pularumpi,NT,136.947051,-13.643283
311,822,Pulumpa,NT,136.947051,-13.643283
20037,822,Rakula,NT,130.3707089,-13.05159634
20038,822,Ramingining,NT,134.9259152,-12.32899612
20039,822,Robin Falls,NT,131.1214742,-13.38650542
20040,822,Rum Jungle,NT,131.0198663,-12.99988524
20041,822,Sandpalms Roadhouse,NT,133.3848319,-12.9305044
313,822,Southport,NT,136.947051,-13.643283
20042,822,Stapleton,NT,131.0258358,-13.18414806
20043,822,Thamarrurr,NT,129.6399677,-14.20132457
20044,822,Tipperary,NT,130.619275,-14.03882235
20045,822,Tivendale,NT,130.9502272,-12.46528731
20046,822,Tiwi Islands,NT,131.1875059,-11.51399925
20047,822,Tortilla Flats,NT,131.1778852,-13.08686447
20048,822,Tumbling Waters,NT,130.9609622,-12.75687265
315,822,Umbakumba,NT,136.947051,-13.643283
20049,822,Vernon Islands,NT,131.0936969,-12.05953061
316,822,Virginia,NT,136.947051,-13.643283
317,822,Wadeye,NT,136.947051,-13.643283
318,822,Wagait Beach,NT,136.947051,-13.643283
20050,822,Wak Wak,NT,131.236971,-12.66325075
20051,822,Warruwi,NT,133.3782542,-11.65786276
319,822,Weddell,NT,136.947051,-13.643283
20052,822,West Arnhem,NT,133.6471255,-12.25508592
20053,822,Wickham,NT,130.9100115,-12.54731927
320,822,Winnellie,NT,136.947051,-13.643283
20054,822,Wishart,NT,130.9321025,-12.45712713
321,822,Woolaning,NT,136.947051,-13.643283
20055,822,Wurrumiyanga,NT,130.6254299,-11.75841975
322,828,Berrimah,NT,130.932068,-12.432024
323,828,Knuckey Lagoon,NT,130.932068,-12.432024
24048,829,Holtze,NT,130.9597671,-12.45763297
20056,829,Pinelands,NT,130.9597671,-12.45763297
20057,830,Archer,NT,130.9580765,-12.52139649
326,830,Driver,NT,130.974879,-12.475071
327,830,Durack,NT,130.974879,-12.475071
328,830,Farrar,NT,130.974879,-12.475071
329,830,Gray,NT,130.974879,-12.475071
330,830,Marlow Lagoon,NT,130.974879,-12.475071
331,830,Moulden,NT,130.974879,-12.475071
332,830,Palmerston,NT,130.974879,-12.475071
333,830,Shoal Bay,NT,130.974879,-12.475071
334,830,Woodroffe,NT,130.974879,-12.475071
335,830,Yarrawonga,NT,130.974879,-12.475071
336,831,Palmerston,NT,130.974879,-12.475071
20058,832,Bakewell,NT,130.9936551,-12.49684676
20059,832,Bellamack,NT,130.9830307,-12.51562954
339,832,Gunn,NT,130.957712,-12.502817
20060,832,Johnston,NT,131.0063506,-12.49297483
340,832,Mitchell,NT,130.957712,-12.502817
341,832,Rosebery,NT,130.957712,-12.502817
342,832,Rosebery Heights,NT,130.957712,-12.502817
20061,832,Zuccoli,NT,131.0058233,-12.51070433
20062,834,Virginia,NT,131.0234875,-12.54686461
21821,835,Coolalinga,NT,131.0415,-12.5231
343,835,Howard Springs,NT,131.013741,-12.452568
344,835,Virginia,NT,131.013741,-12.452568
345,836,Herbert,NT,131.100668,-12.557754
20063,836,Humpty Doo,NT,131.1272564,-12.58487247
347,837,Manton,NT,131.016647,-12.704767
20064,837,Noonamah,NT,131.094044,-12.64187171
349,838,Berry Springs,NT,131.0067348,-12.71878122
20065,839,Coolalinga,NT,131.0402017,-12.52001124
350,840,Dundee Beach,NT,130.3529386,-12.72451307
351,840,Dundee Downs,NT,130.5109414,-12.76554875
352,840,Dundee Forest,NT,130.4518371,-12.71366907
353,841,Darwin River,NT,130.969862,-12.81922863
354,845,Batchelor,NT,131.038475,-13.045118
355,846,Adelaide River,NT,131.095002,-13.210299
356,847,Pine Creek,NT,131.759154,-14.012122
20066,850,Cossack,NT,132.1721041,-14.46369137
20067,850,Emungalan,NT,132.2418315,-14.4161067
357,850,Katherine,NT,132.365352,-14.195911
20068,850,Katherine East,NT,132.2874375,-14.46576308
20069,850,Katherine South,NT,132.2598385,-14.48180579
20070,850,Lansdowne,NT,132.3888705,-14.43162875
358,851,Katherine,NT,137.050719,-15.711424
20071,852,Arnold,NT,134.3769898,-16.07839
20072,852,Baines,NT,129.4842959,-15.90897497
20073,852,Barunga,NT,132.8673924,-14.52664756
360,852,Beswick,NT,137.050719,-15.711424
20074,852,Beswick Creek,NT,133.3001701,-14.43207837
20075,852,Binjari,NT,132.1841678,-14.5501072
20076,852,Birdum,NT,133.5378622,-16.23196977
20077,852,Bradshaw,NT,130.534439,-15.09737856
20078,852,Buchanan,NT,129.6208296,-17.80951107
20079,852,Bulman Weemol,NT,134.3037985,-13.65022603
20080,852,Creswell,NT,135.8076202,-17.82741422
20081,852,Daguragu,NT,130.8021087,-17.41926848
361,852,Daly Waters,NT,137.050719,-15.711424
20082,852,Delamere,NT,131.6691884,-15.4019318
362,852,Dunmarra,NT,137.050719,-15.711424
20083,852,Edith,NT,131.8172473,-13.99360017
363,852,Edith River,NT,137.050719,-15.711424
20084,852,Elsey,NT,133.546834,-15.07384438
364,852,Elsey Station,NT,137.050719,-15.711424
20085,852,Florina,NT,131.9083299,-14.515289899999999
20086,852,Flying Fox,NT,134.1976975,-14.15932656
20087,852,Gregory,NT,130.3336523,-16.34525224
20088,852,Gulung Mardrulk,NT,133.5636211,-13.53798419
20089,852,Gurindji,NT,131.0885202,-18.22634802
22843,852,Helen Springs Station,NT,133.876,-18.4336
20090,852,Jilkminggan,NT,133.292842,-14.96147762
20091,852,Kalkarindji,NT,130.832639,-17.44449505
365,852,Kalkaringi,NT,137.050719,-15.711424
366,852,Katherine,NT,137.050719,-15.711424
367,852,Lajamanu,NT,137.050719,-15.711424
368,852,Larrimah,NT,137.050719,-15.711424
20092,852,Limmen,NT,134.936628,-15.104596
369,852,Manbulloo,NT,137.050719,-15.711424
20093,852,Maranboy,NT,132.864374,-14.524609
20094,852,Mataranka,NT,133.0434117,-14.96983009
20095,852,Mcarthur,NT,135.9389164,-16.26282987
20096,852,Miniyeri,NT,134.0797817,-15.2254374
20097,852,Ngukurr,NT,134.7440734,-14.73158731
20098,852,Nitmiluk,NT,132.5362579,-14.11434123
373,852,Numbulwar,NT,137.050719,-15.711424
20099,852,Pellew Islands,NT,136.8142529,-15.660804970000001
20100,852,Pigeon Hole,NT,131.215146,-16.79514658
20101,852,Robinson River,NT,136.9827659,-16.75852817
20102,852,Sturt Plateau,NT,132.6120699,-15.65938858
20103,852,Tanami East,NT,132.7009096,-18.61662725
20104,852,Timber Creek,NT,130.4960315,-15.66155041
20105,852,Top Springs,NT,131.8014849,-16.54851117
20106,852,Uralla,NT,132.2980338,-14.49121431
20107,852,Venn,NT,132.539518,-14.55560838
20108,852,Victoria River,NT,131.5356628,-16.66340592
375,852,Victoria River Downs,NT,137.050719,-15.711424
20109,852,Warumungu,NT,133.952899,-20.02830877
376,852,Wave Hill,NT,137.050719,-15.711424
20110,852,Wilton,NT,134.9242872,-14.43717242
20111,852,Yarralin,NT,130.8418661,-16.4525888
20112,853,Tindal,NT,132.3791217,-14.53113365
377,853,Tindal Raaf,NT,132.417121,-14.558122000000001
378,854,Borroloola,NT,136.424191,-16.503809
20113,854,King Ash Bay,NT,136.3091159,-16.070754
380,860,Tennant Creek,NT,134.173599,-19.641301
381,861,Brunchilly,NT,134.500504,-18.874571
382,861,Tennant Creek,NT,134.463153,-18.251528
383,862,Avon Downs,NT,134.463153,-18.251528
20114,862,Calvert,NT,137.4667145,-16.79698963
384,862,Cresswell Downs,NT,134.463153,-18.251528
385,862,Elliott,NT,134.463153,-18.251528
386,862,Helen Springs,NT,134.463153,-18.251528
387,862,Muckaty Station,NT,134.463153,-18.251528
388,862,Newcastle Waters,NT,134.463153,-18.251528
20115,862,Nicholson,NT,137.6072968,-18.45128815
20116,862,Pamayu,NT,134.055559,-17.60786065
389,862,Phillip Creek Station,NT,134.463153,-18.251528
390,862,Renner Springs,NT,134.463153,-18.251528
20117,862,Tablelands,NT,135.5134605,-18.92862068
391,862,Tennant Creek,NT,134.463153,-18.251528
392,862,Three Ways,NT,134.463153,-18.251528
393,862,Warrego,NT,134.463153,-18.251528
394,862,Wollogorang Station,NT,134.463153,-18.251528
395,862,Wycliffe Well,NT,134.463153,-18.251528
396,870,Alice Springs,NT,133.86314,-23.702291
20118,870,Araluen,NT,133.853957,-23.6967102
20119,870,Braitling,NT,133.8633044,-23.67527346
20120,870,Ciccone,NT,133.8678028,-23.69234565
20121,870,Desert Springs,NT,133.8867138,-23.71460854
20122,870,East Side,NT,133.8971833,-23.69030677
20123,870,Gillen,NT,133.8660005,-23.71080361
20124,870,Sadadeen,NT,133.9010002,-23.70326702
20125,870,Stuart,NT,133.8823863,-23.6730301
20126,870,The Gap,NT,133.8740968,-23.71393895
20127,870,White Gums,NT,133.7578528,-23.75188561
397,871,Alice Springs,NT,131.298809,-21.949513
398,872,Aherrenge,NT,131.298809,-21.949513
399,872,Ali Curung,NT,131.298809,-21.949513
400,872,Alice Springs,NT,131.298809,-21.949513
401,872,Amata,NT,131.298809,-21.949513
23884,872,Amata,SA,131.1738799,-26.12766197
402,872,Amoonguna,NT,131.298809,-21.949513
20128,872,Ampilatwatja,NT,135.2469212,-21.66430243
20129,872,Anangu Pitjantjatjara Yankunytjatjara,NT,131.2056973,-27.07728273
20130,872,Anatye,NT,136.9536687,-22.99400232
20131,872,Anmatjere,NT,134.0970699,-22.3989311
403,872,Antewenegerrde,NT,131.298809,-21.949513
404,872,Areyonga,NT,131.298809,-21.949513
20132,872,Atitjere,NT,134.932556,-22.98205755
20133,872,Ayers Range South,SA,133.2680322,-26.1906007
406,872,Ayers Rock,NT,131.298809,-21.949513
20134,872,Barrow Creek,NT,133.975551,-21.379898
20135,872,Burt Plain,NT,133.4488082,-23.36823008
20136,872,Canteen Creek,NT,135.586508,-20.64026544
20137,872,Chilla Well,NT,131.3745808,-21.64196866
20138,872,Costello,NT,136.7750667,-21.00078643
20139,872,Davenport,NT,134.8291358,-20.94859492
20140,872,De Rose Hill,SA,133.3111959,-26.5560969
409,872,Docker River,NT,131.298809,-21.949513
20141,872,Engawala,NT,134.4572304,-22.80352884
410,872,Erldunda,NT,131.298809,-21.949513
411,872,Ernabella,SA,131.298809,-21.949513
22838,872,Ernabella (Pukatja),SA,132.134,-26.2796
412,872,Finke,NT,131.298809,-21.949513
413,872,Fregon,SA,131.298809,-21.949513
20142,872,Ghan,NT,133.945318,-25.50869599
414,872,Gibson Desert North,WA,131.298809,-21.949513
20143,872,Gibson Desert South,WA,125.9841842,-24.94725917
416,872,Haasts Bluff,NT,131.298809,-21.949513
20144,872,Hale,NT,134.965227,-24.08113872
20145,872,Hart,NT,135.5988293,-23.02087465
20146,872,Hart Range,NT,134.8333333,-23.1666667
20147,872,Hermannsburg,NT,132.7960098,-23.93802519
20148,872,Hugh,NT,133.610012,-24.11229981
418,872,Imampa,NT,131.298809,-21.949513
20149,872,Imanpa,NT,132.5687636,-25.1175562
419,872,Indulkana,SA,131.298809,-21.949513
22844,872,Indulkana (Iwantja),SA,133.308,-26.9661
20150,872,Ininti Store,NT,131.6138326,-23.4686864
20151,872,Iwantja,SA,133.3066861,-26.97805135
420,872,Jay Creek,NT,131.298809,-21.949513
20152,872,Kalka,SA,129.1527543,-26.11557751
20153,872,Kaltjiti,SA,132.0298903,-26.76713295
20154,872,Kaltukatjara,NT,129.094528,-24.87255301
20155,872,Kanpi,SA,130.1149452,-26.16295046
23966,872,Kings Creek Station,NT,133.8823863,-23.6730301
422,872,Kintore,NT,131.298809,-21.949513
20156,872,Kiwirrkurra,WA,126.954107,-23.2807675
20157,872,Kulgera,NT,133.5,-25.833333
20158,872,Kunparrka,NT,131.6609525,-23.34766035
20159,872,Lake Mackay,NT,129.836553,-22.56770511
20160,872,Lambina,SA,134.0209294,-26.98843007
20161,872,Laramba,NT,132.7623588,-22.54343571
23973,872,Macdonnell Range,NT,133.8823863,-23.6730301
20162,872,Mereenie,NT,131.8260951,-23.89506921
20163,872,Mimili,SA,132.7012923,-27.02392513
20164,872,Mount Liebig,NT,131.2776674,-23.26801669
20165,872,Mount Zeil,NT,132.3999432,-23.30598045
427,872,Mulga Bore,NT,131.298809,-21.949513
20166,872,Murputja,SA,130.1826917,-26.1637425
428,872,Murputja Homelands,NT,131.298809,-21.949513
20167,872,Mutitjulu,NT,131.0673597,-25.35069546
20168,872,Namatjira,NT,132.5066498,-23.92272359
20169,872,Ngaanyatjarra-Giles,WA,128.1150802,-25.27073166
20170,872,Nyapari,SA,130.2070878,-26.18249261
20171,872,Nyirripi,NT,130.5638643,-22.64924233
20172,872,Papunya,NT,131.9131315,-23.20480045
20173,872,Patjarr,WA,131.6138326,-23.4686864
20174,872,Petermann,NT,129.9128112,-25.06768646
20175,872,Pipalyatjara,SA,129.1456993,-26.17046294
433,872,Pitjantjatjara Homelands,NT,131.298809,-21.949513
20176,872,Pukatja,SA,132.138154,-26.29118818
20177,872,Sandover,NT,135.4818322,-21.98353618
434,872,Santa Teresa,NT,131.298809,-21.949513
20178,872,Simpson,NT,136.92241,-25.0115767
20179,872,Tanami,NT,130.5073968,-20.02389415
20180,872,Tara,NT,133.9991919,-21.48332153
24029,872,Telegraph Station,NT,133.8823863,-23.6730301
435,872,Thangkenharenge,NT,131.298809,-21.949513
436,872,Ti Tree,NT,131.298809,-21.949513
20181,872,Tieyon,SA,133.8900188,-26.34253111
20182,872,Titjikala,NT,134.0751086,-24.68023025
20183,872,Tjirrkarli,WA,125.3466253,-25.9752687
20184,872,Tjukurla,WA,128.656027,-24.343546
439,872,Uluru,NT,131.298809,-21.949513
440,872,Umpangara,NT,131.298809,-21.949513
20185,872,Umuwa,SA,132.0252848,-26.47801156
441,872,Urapuntja,NT,131.298809,-21.949513
20186,872,Wallace Rockhole,NT,133.0920217,-24.12316757
443,872,Wanarn,NT,131.298809,-21.949513
444,872,Warakurna,WA,131.298809,-21.949513
20187,872,Watarru,SA,129.9052488,-27.02469871
20188,872,Watinuma,SA,131.8810186,-26.52118731
445,872,Willowra,NT,131.298809,-21.949513
20189,872,Wilora,NT,133.7264862,-21.74429359
20190,872,Wingellina,WA,131.6138326,-23.4686864
20191,872,Wutunugurra,NT,135.2504879,-20.46229972
448,872,Yuelamu,NT,131.298809,-21.949513
449,872,Yuendumu,NT,131.298809,-21.949513
450,872,Yulara,NT,131.298809,-21.949513
20192,872,Yunyarinyi,SA,132.4550072,-26.32328109
20193,873,Amoonguna,NT,133.9306532,-23.76846799
20194,873,Arumbera,NT,133.8139564,-23.7852622
20195,873,Connellan,NT,133.9102463,-23.80211632
20196,873,Ilparpa,NT,133.8226187,-23.74240746
20197,873,Kilgariff,NT,133.8848603,-23.77047239
20198,873,Ross,NT,133.9050112,-23.74471408
20199,874,Irlpme,NT,133.8647591,-23.64690294
20200,874,Mount Johns,NT,133.9123902,-23.72335988
20201,874,Undoolya,NT,133.9224797,-23.68480339
20202,875,Flynn,NT,133.8354205,-23.71350386
20203,875,Larapinta,NT,133.8311794,-23.68028355
20204,880,Gapuwiyak,NT,135.7954286,-12.50557433
452,880,Gove,NT,136.824863,-11.670366
20205,880,Gunyangara,NT,136.7083085,-12.21424182
453,880,Nhulunbuy,NT,136.824863,-11.670366
20206,880,Yirrkala,NT,136.8772098,-12.2425718
455,881,Nhulunbuy,NT,136.824863,-11.670366
20207,885,Alyangula,NT,136.420066,-13.85078586
457,886,Jabiru,NT,132.563373,-13.13118
1,906,Winnellie,NT,136.947051,-13.643283
2,907,Winnellie,NT,136.947051,-13.643283
3,909,Charles Darwin University,NT,130.869,-12.3718
23913,909,University,NT,130.869,-12.3718
458,1001,Sydney,NSW,151.268071,-33.794883
459,1002,Sydney,NSW,151.268071,-33.794883
460,1003,Sydney,NSW,151.268071,-33.794883
461,1004,Sydney,NSW,151.268071,-33.794883
462,1005,Sydney,NSW,151.268071,-33.794883
463,1006,Sydney,NSW,151.268071,-33.794883
464,1007,Sydney,NSW,151.268071,-33.794883
465,1008,Sydney,NSW,151.268071,-33.794883
466,1009,Sydney,NSW,151.268071,-33.794883
467,1010,Sydney,NSW,151.268071,-33.794883
468,1020,Sydney,NSW,151.268071,-33.794883
469,1021,Sydney,NSW,151.268071,-33.794883
470,1022,Sydney,NSW,151.268071,-33.794883
471,1023,Sydney,NSW,151.268071,-33.794883
472,1025,Sydney,NSW,151.268071,-33.794883
473,1026,Sydney,NSW,151.268071,-33.794883
474,1027,Sydney,NSW,151.268071,-33.794883
475,1028,Sydney,NSW,151.268071,-33.794883
476,1029,Sydney,NSW,151.268071,-33.794883
477,1030,Sydney,NSW,151.268071,-33.794883
478,1031,Sydney,NSW,151.268071,-33.794883
479,1032,Sydney,NSW,150.874182,-33.662834
480,1033,Sydney,NSW,151.268071,-33.794883
481,1034,Sydney,NSW,151.268071,-33.794883
482,1035,Sydney,NSW,151.268071,-33.794883
483,1036,Sydney,NSW,151.268071,-33.794883
484,1037,Sydney,NSW,151.268071,-33.794883
485,1038,Sydney,NSW,151.268071,-33.794883
486,1039,Sydney,NSW,151.268071,-33.794883
487,1040,Sydney,NSW,151.268071,-33.794883
488,1041,Sydney,NSW,151.268071,-33.794883
489,1042,Sydney,NSW,151.268071,-33.794883
490,1043,Sydney,NSW,151.268071,-33.794883
491,1044,Sydney,NSW,151.268071,-33.794883
492,1045,Sydney,NSW,151.268071,-33.794883
493,1046,Sydney,NSW,151.268071,-33.794883
494,1100,Sydney,NSW,151.268071,-33.794883
495,1101,Sydney,NSW,151.268071,-33.794883
496,1105,Sydney,NSW,151.268071,-33.794883
497,1106,Sydney,NSW,151.268071,-33.794883
498,1107,Sydney,NSW,151.268071,-33.794883
499,1108,Sydney,NSW,151.268071,-33.794883
500,1109,Sydney,NSW,151.268071,-33.794883
501,1110,Sydney,NSW,151.268071,-33.794883
502,1112,Sydney,NSW,151.268071,-33.794883
503,1113,Sydney,NSW,151.268071,-33.794883
504,1114,Sydney,NSW,151.268071,-33.794883
505,1115,Sydney,NSW,151.268071,-33.794883
506,1116,Sydney,NSW,150.866145,-33.666729
507,1117,Sydney,NSW,150.87022,-33.664575
508,1118,Sydney,NSW,151.268071,-33.794883
509,1119,Sydney,NSW,151.268071,-33.794883
510,1120,Sydney,NSW,151.268071,-33.794883
511,1121,Sydney,NSW,151.268071,-33.794883
512,1122,Sydney,NSW,151.268071,-33.794883
513,1123,Sydney,NSW,151.268071,-33.794883
514,1124,Sydney,NSW,151.268071,-33.794883
515,1125,Sydney,NSW,151.268071,-33.794883
516,1126,Sydney,NSW,151.268071,-33.794883
517,1127,Sydney,NSW,151.268071,-33.794883
518,1128,Sydney,NSW,151.268071,-33.794883
519,1129,Sydney,NSW,151.268071,-33.794883
520,1130,Sydney,NSW,151.268071,-33.794883
521,1131,Sydney,NSW,151.268071,-33.794883
522,1132,Sydney,NSW,150.874265,-33.66279
523,1133,Sydney,NSW,151.268071,-33.794883
524,1134,Sydney,NSW,151.268071,-33.794883
525,1135,Sydney,NSW,151.268071,-33.794883
526,1136,Sydney,NSW,151.268071,-33.794883
527,1137,Sydney,NSW,151.268071,-33.794883
528,1138,Sydney,NSW,151.268071,-33.794883
529,1139,Sydney,NSW,151.268071,-33.794883
530,1140,Sydney,NSW,151.268071,-33.794883
531,1141,Sydney,NSW,151.268071,-33.794883
532,1142,Sydney,NSW,151.268071,-33.794883
533,1143,Sydney,NSW,151.268071,-33.794883
534,1144,Sydney,NSW,151.268071,-33.794883
535,1145,Sydney,NSW,151.268071,-33.794883
536,1146,Sydney,NSW,151.268071,-33.794883
537,1147,Sydney,NSW,151.268071,-33.794883
538,1148,Sydney,NSW,151.268071,-33.794883
539,1149,Sydney,NSW,151.268071,-33.794883
540,1150,Sydney,NSW,151.268071,-33.794883
541,1151,Sydney,NSW,151.268071,-33.794883
542,1152,Sydney,NSW,151.268071,-33.794883
543,1153,Sydney,NSW,151.268071,-33.794883
544,1154,Sydney,NSW,151.268071,-33.794883
545,1155,Sydney,NSW,151.268071,-33.794883
546,1156,Sydney,NSW,151.268071,-33.794883
547,1157,Sydney,NSW,151.268071,-33.794883
548,1158,Sydney,NSW,151.268071,-33.794883
549,1159,Sydney,NSW,151.268071,-33.794883
550,1160,Sydney,NSW,151.268071,-33.794883
551,1161,Sydney,NSW,151.268071,-33.794883
552,1162,Sydney,NSW,151.268071,-33.794883
553,1163,Sydney,NSW,151.268071,-33.794883
554,1164,Sydney,NSW,151.268071,-33.794883
555,1165,Sydney,NSW,151.268071,-33.794883
556,1166,Sydney,NSW,151.268071,-33.794883
557,1167,Sydney,NSW,151.268071,-33.794883
558,1168,Sydney,NSW,151.268071,-33.794883
559,1169,Sydney,NSW,151.268071,-33.794883
560,1170,Sydney,NSW,151.268071,-33.794883
561,1171,Sydney,NSW,151.268071,-33.794883
562,1172,Sydney,NSW,151.268071,-33.794883
563,1173,Sydney,NSW,151.268071,-33.794883
